,machine_num,job_num,operation_num,begin_time,end_time,operation_time
0,63,162,4,6522,6842,320
0,63,81,4,8681,8857,176
0,63,160,4,10165,10330,165
0,63,154,9,10330,10481,151
0,63,166,5,11938,12391,453
0,63,158,5,15045,15301,256
0,63,80,4,16990,17304,314
0,63,132,10,17304,17741,437
0,63,135,10,17741,18105,364
0,63,138,9,19825,20088,263
0,63,137,9,22465,22667,202
0,63,145,9,24017,24396,379
0,63,133,9,25190,25439,249
0,63,130,10,26539,26766,227
0,63,143,9,27292,27613,321
0,63,144,9,28434,28740,306
0,63,139,9,28878,29087,209
0,64,85,2,456,1657,1201
0,64,150,2,1657,2531,874
0,64,150,3,2531,2872,341
0,64,85,3,2872,3069,197
0,64,153,3,3069,3839,770
0,64,154,8,8906,10079,1173
0,64,140,8,11442,12371,929
0,64,140,9,12371,12710,339
0,64,134,8,13400,13855,455
0,64,135,8,14947,16011,1064
0,64,141,8,16011,16572,561
0,64,135,9,16572,16723,151
0,65,91,1,0,57,57
0,65,107,1,57,119,62
0,65,113,1,119,145,26
0,65,115,2,145,647,502
0,65,92,2,647,845,198
0,65,108,1,845,870,25
0,65,112,3,870,1333,463
0,65,90,2,1333,1613,280
0,65,98,2,1613,1891,278
0,65,113,2,1891,2090,199
0,65,116,2,2090,2276,186
0,65,89,2,2276,2542,266
0,65,87,3,2542,2757,215
0,65,114,3,2757,3011,254
0,65,116,3,3011,3293,282
0,65,109,3,3293,3658,365
0,65,93,3,3658,3890,232
0,66,88,1,0,56,56
0,66,90,1,56,113,57
0,66,114,1,113,144,31
0,66,88,2,144,438,294
0,66,93,1,438,467,29
0,66,92,1,467,516,49
0,66,102,3,516,750,234
0,66,111,1,750,778,28
0,66,103,2,778,983,205
0,66,115,3,983,1186,203
0,66,104,3,1186,1413,227
0,66,107,2,1413,1703,290
0,66,97,2,1703,1990,287
0,66,101,3,1990,2305,315
0,66,108,3,2305,2518,213
0,66,100,2,2518,2905,387
0,66,111,2,2905,3148,243
0,67,105,1,0,57,57
0,67,87,1,57,96,39
0,67,115,1,96,145,49
0,67,112,1,145,171,26
0,67,117,1,171,195,24
0,67,106,1,195,235,40
0,67,117,2,235,618,383
0,67,101,2,618,863,245
0,67,98,1,863,923,60
0,67,99,2,938,1184,246
0,67,91,3,1184,1435,251
0,67,88,3,1435,1733,298
0,67,99,3,1733,2087,354
0,67,117,3,2087,2380,293
0,67,114,2,2380,2640,260
0,67,93,2,2640,2859,219
0,67,106,3,2859,3136,277
0,68,102,2,34,335,301
0,68,100,1,335,393,58
0,68,105,2,393,640,247
0,68,106,2,640,831,191
0,68,92,3,845,1221,376
0,68,96,1,1221,1428,207
0,68,108,2,1428,1693,265
0,68,107,3,1703,1956,253
0,68,113,3,2090,2483,393
0,68,90,3,2483,2707,224
0,68,95,3,2707,3009,302
0,68,111,3,3148,3385,237
0,68,89,3,3385,3676,291
0,69,102,1,0,34,34
0,69,86,1,34,62,28
0,69,104,1,62,120,58
0,69,86,2,120,316,196
0,69,112,2,316,695,379
0,69,105,3,695,913,218
0,69,94,1,913,940,27
0,69,94,2,940,1137,197
0,69,110,2,1137,1324,187
0,69,87,2,1324,1510,186
0,69,103,3,1510,1946,436
0,69,109,2,1946,2138,192
0,69,98,3,2138,2408,270
0,69,100,3,2905,3309,404
0,70,109,1,0,29,29
0,70,103,1,29,87,58
0,70,101,1,87,116,29
0,70,104,2,120,565,445
0,70,91,2,565,839,274
0,70,110,1,839,901,62
0,70,99,1,901,938,37
0,70,95,1,938,974,36
0,70,116,1,974,1000,26
0,70,97,1,1000,1051,51
0,70,89,1,1051,1091,40
0,70,95,2,1091,1443,352
0,70,96,2,1443,1652,209
0,70,86,3,1652,1970,318
0,70,94,3,1970,2184,214
0,70,97,3,2184,2490,306
0,70,110,3,2490,2710,220
0,71,102,4,750,826,76
0,71,105,4,913,981,68
0,71,115,4,1186,1256,70
0,71,92,4,1256,1308,52
0,71,112,4,1333,1394,61
0,71,104,4,1413,1484,71
0,71,91,4,1484,1535,51
0,71,96,3,1652,1720,68
0,71,88,4,1733,1798,65
0,71,103,4,1946,2029,83
0,71,86,4,2029,2073,44
0,71,99,4,2087,2143,56
0,71,107,4,2143,2182,39
0,71,94,4,2184,2240,56
0,71,101,4,2305,2362,57
0,71,98,4,2408,2478,70
0,71,97,4,2490,2559,69
0,71,108,4,2559,2623,64
0,71,113,4,2623,2689,66
0,71,110,4,2710,2749,39
0,71,87,4,2757,2818,61
0,71,90,4,2818,2892,74
0,71,117,4,2892,2961,69
0,71,95,4,3009,3095,86
0,71,114,4,3095,3172,77
0,71,106,4,3172,3232,60
0,71,100,4,3309,3361,52
0,71,111,4,3385,3470,85
0,71,116,4,3470,3552,82
0,71,109,4,3658,3725,67
0,71,89,4,3725,3771,46
0,71,93,4,3890,3949,59
0,72,102,6,1333,1731,398
0,72,91,6,1918,2531,613
0,72,88,6,3659,4695,1036
0,72,112,6,4695,5360,665
0,72,86,6,7407,7878,471
0,72,94,6,7878,8897,1019
0,72,104,6,10010,10708,698
0,72,87,6,11077,11719,642
0,72,92,6,14594,15525,931
0,72,110,6,15525,16032,507
0,72,107,6,18087,18667,580
0,72,109,6,19118,19854,736
0,72,95,6,20978,21391,413
0,72,108,6,21531,21963,432
0,72,117,6,23649,24492,843
0,73,103,6,2300,2754,454
0,73,101,6,5744,6208,464
0,73,105,6,10664,11576,912
0,73,111,6,15147,16216,1069
0,73,96,5,17345,17938,593
0,73,113,6,17938,18421,483
0,73,115,6,18718,19317,599
0,73,114,6,20393,20898,505
0,73,98,6,20898,21740,842
0,73,97,6,21776,22396,620
0,73,100,6,22824,23367,543
0,73,106,6,23367,23856,489
0,73,116,6,23921,24558,637
0,73,90,6,24558,25473,915
0,73,89,6,25473,25941,468
0,73,99,6,25941,26725,784
0,73,93,6,26725,27178,453
0,74,148,1,0,103,103
0,74,118,1,103,196,93
0,74,148,2,196,342,146
0,75,123,2,88,203,115
0,75,128,2,203,505,302
0,75,122,2,505,704,199
0,75,120,2,704,841,137
0,75,121,2,841,949,108
0,76,149,3,1651,1943,292
0,76,132,9,16234,16784,550
0,76,130,9,26015,26539,524
0,76,136,9,27956,28515,559
0,77,141,1,0,876,876
0,77,140,1,876,1378,502
0,77,141,2,1378,1784,406
0,77,134,1,1784,2213,429
0,78,140,2,1378,1860,482
0,78,154,2,1860,3184,1324
0,78,141,3,3184,3206,22
0,78,134,2,3206,3614,408
0,78,135,2,3614,5090,1476
0,78,140,3,5090,5208,118
0,78,134,3,5208,5222,14
0,78,146,2,5222,6174,952
0,79,135,1,0,919,919
0,79,154,3,3184,3592,408
0,79,146,3,6174,7988,1814
0,80,153,1,0,1111,1111
0,80,141,4,3206,3584,378
0,80,140,4,5208,5727,519
0,80,140,5,5727,7160,1433
0,80,141,5,7160,9326,2166
0,80,140,6,9326,10499,1173
0,80,134,4,10499,11227,728
0,80,134,5,11227,12096,869
0,80,134,6,12096,12942,846
0,80,141,6,12942,13647,705
0,81,154,1,0,975,975
0,81,135,3,5090,5424,334
0,82,154,4,3592,4307,715
0,82,154,5,4307,6038,1731
0,82,154,6,6038,8256,2218
0,82,135,4,8256,8846,590
0,82,135,5,8846,11493,2647
0,82,135,6,11493,14230,2737
0,83,146,1,0,481,481
0,84,146,4,7988,8134,146
0,85,155,1,0,1365,1365
0,85,157,1,1365,2612,1247
0,85,157,2,2612,6965,4353
0,85,158,1,6965,10797,3832
0,86,156,1,0,3974,3974
0,86,158,2,10797,13700,2903
0,87,163,1,0,502,502
0,87,163,2,502,1564,1062
0,87,159,1,1564,2252,688
0,87,161,1,2252,3018,766
0,87,161,2,3018,3786,768
0,87,163,3,3786,4158,372
0,87,159,3,4158,4554,396
0,88,165,1,0,662,662
0,88,165,2,662,1258,596
0,88,165,3,1258,1977,719
0,88,159,2,2252,3038,786
0,88,161,3,3786,4438,652
0,89,165,4,1977,2263,286
0,89,163,4,4158,4395,237
0,89,161,4,4438,4732,294
0,89,159,4,4732,4837,105
0,90,166,1,0,3118,3118
0,90,164,1,3118,4817,1699
0,90,160,1,4817,8168,3351
0,91,162,1,0,5489,5489
0,91,166,2,5489,10738,5249
0,91,164,2,10738,15070,4332
0,92,2,1,0,17,17
0,92,17,1,17,202,185
0,92,19,1,202,371,169
0,92,26,1,371,590,219
0,92,26,2,590,780,190
0,92,21,1,780,948,168
0,92,11,1,948,1004,56
0,92,29,1,1004,1165,161
0,92,28,1,1165,1293,128
0,92,8,2,1293,1358,65
0,92,23,2,1358,1584,226
0,92,20,2,1584,1783,199
0,92,16,2,1783,1953,170
0,92,7,1,1953,2009,56
0,92,10,1,2009,2071,62
0,92,10,2,2071,2126,55
0,92,18,2,2126,2216,90
0,92,28,2,2216,2307,91
0,92,1,2,2307,2319,12
