,machine_num,job_num,operation_num,begin_time,end_time,operation_time
0,65,140,9,10114,10453,339
0,65,134,8,10453,10908,455
0,65,141,8,11520,12081,561
0,65,135,8,14960,16024,1064
0,65,135,9,16024,16175,151
0,66,100,1,0,25,25
0,66,116,1,25,55,30
0,66,108,1,55,80,25
0,66,99,1,80,136,56
0,66,91,2,136,324,188
0,66,102,2,324,624,300
0,66,98,2,647,925,278
0,66,86,2,925,1208,283
0,66,113,2,1208,1407,199
0,66,114,3,1407,1661,254
0,66,92,3,1661,2005,344
0,66,87,1,2005,2060,55
0,66,116,3,2060,2342,282
0,66,87,2,2342,2568,226
0,66,93,3,2812,3044,232
0,66,109,3,3292,3657,365
0,67,107,1,0,44,44
0,67,104,1,44,102,58
0,67,93,1,102,131,29
0,67,96,1,131,357,226
0,67,92,2,357,549,192
0,67,116,2,549,1046,497
0,67,95,1,1046,1078,32
0,67,104,3,1078,1305,227
0,67,106,2,1305,1576,271
0,67,103,1,1576,1635,59
0,67,102,3,1635,1869,234
0,67,103,2,1869,2074,205
0,67,105,1,2074,2128,54
0,67,112,2,2128,2351,223
0,67,86,3,2351,2590,239
0,67,87,3,2590,2892,302
0,68,117,1,0,24,24
0,68,102,1,24,61,37
0,68,114,2,61,321,260
0,68,113,1,321,350,29
0,68,117,3,362,655,293
0,68,89,1,655,682,27
0,68,97,2,682,932,250
0,68,115,2,932,1131,199
0,68,89,2,1131,1319,188
0,68,91,3,1319,1570,251
0,68,108,3,1570,1777,207
0,68,101,2,1777,2022,245
0,68,88,3,4317,4615,298
0,69,114,1,0,41,41
0,69,107,2,44,469,425
0,69,108,2,469,734,265
0,69,106,1,734,790,56
0,69,109,1,790,813,23
0,69,111,1,813,834,21
0,69,107,3,834,1087,253
0,69,111,2,1087,1395,308
0,69,110,1,1395,1420,25
0,69,95,3,1420,1722,302
0,69,113,3,1722,2115,393
0,69,115,3,2115,2479,364
0,69,112,3,2479,2745,266
0,69,90,3,2745,2969,224
0,69,100,3,2969,3451,482
0,70,91,1,0,54,54
0,70,117,2,54,362,308
0,70,86,1,362,390,28
0,70,104,2,390,611,221
0,70,98,1,611,647,36
0,70,99,2,647,868,221
0,70,94,2,868,1065,197
0,70,95,2,1078,1309,231
0,70,98,3,1309,1579,270
0,70,89,3,1579,2003,424
0,70,106,3,2003,2226,223
0,70,94,3,2226,2457,231
0,70,99,3,2457,2866,409
0,70,105,3,3083,3301,218
0,71,92,1,0,41,41
0,71,101,1,41,70,29
0,71,112,1,70,112,42
0,71,115,1,112,163,51
0,71,100,2,163,405,242
0,71,97,1,405,456,51
0,71,88,1,456,482,26
0,71,94,1,482,522,40
0,71,96,2,522,731,209
0,71,90,1,731,753,22
0,71,97,3,932,1238,306
0,71,110,2,1420,1734,314
0,71,90,2,1734,1985,251
0,71,110,3,1985,2205,220
0,71,111,3,2205,2522,317
0,71,93,2,2522,2812,290
0,71,105,2,2812,3083,271
0,71,109,2,3083,3292,209
0,71,101,3,3292,3603,311
0,71,103,3,3603,4083,480
0,71,88,2,4083,4317,234
0,72,117,4,655,724,69
0,72,96,3,731,799,68
0,72,107,4,1087,1126,39
0,72,97,4,1238,1307,69
0,72,104,4,1307,1378,71
0,72,98,4,1579,1649,70
0,72,91,4,1649,1700,51
0,72,95,4,1722,1808,86
0,72,102,4,1869,1945,76
0,72,92,4,2005,2057,52
0,72,89,4,2057,2103,46
0,72,113,4,2115,2181,66
0,72,106,4,2226,2286,60
0,72,110,4,2286,2325,39
0,72,114,4,2325,2402,77
0,72,94,4,2457,2513,56
0,72,108,4,2513,2577,64
0,72,86,4,2590,2634,44
0,72,111,4,2634,2719,85
0,72,112,4,2745,2806,61
0,72,99,4,2866,2922,56
0,72,90,4,2969,3043,74
0,72,116,4,3043,3125,82
0,72,87,4,3125,3186,61
0,72,93,4,3186,3245,59
0,72,115,4,3245,3315,70
0,72,105,4,3315,3383,68
0,72,100,4,3451,3503,52
0,72,109,4,3657,3724,67
0,72,101,4,3724,3781,57
0,72,103,4,4083,4166,83
0,72,88,4,4615,4680,65
0,73,96,5,1378,2305,927
0,73,98,6,2993,4004,1011
0,73,94,6,4182,5201,1019
0,73,92,6,6327,7258,931
0,73,97,6,7258,8426,1168
0,73,91,6,11065,11678,613
0,73,110,6,13602,14109,507
0,73,102,6,17930,18328,398
0,73,87,6,19813,20455,642
0,73,108,6,21295,21727,432
0,73,117,6,23781,24624,843
0,73,111,6,24624,25572,948
0,73,88,6,25572,26608,1036
0,74,104,6,2033,3063,1030
0,74,95,6,3063,4229,1166
0,74,106,6,7831,8320,489
0,74,116,6,8320,8957,637
0,74,86,6,11508,12114,606
0,74,103,6,13873,14327,454
0,74,109,6,17423,17852,429
0,74,112,6,18315,19165,850
0,74,114,6,19165,19670,505
0,74,101,6,19670,20134,464
0,74,99,6,20394,21178,784
0,74,90,6,21178,22093,915
0,74,105,6,22343,23255,912
0,74,100,6,23398,23941,543
0,74,113,6,23941,24424,483
0,74,93,6,24664,25117,453
0,74,89,6,25117,25585,468
0,74,107,6,25585,26261,676
0,74,115,6,26261,26860,599
0,75,128,2,108,450,342
0,75,126,1,450,564,114
0,75,147,1,564,693,129
0,75,147,2,693,847,154
0,76,120,1,0,150,150
0,77,149,3,1227,1519,292
0,77,132,9,19692,20242,550
0,77,136,9,25334,25893,559
0,77,130,9,27723,28247,524
0,78,141,1,0,876,876
0,78,134,1,876,1305,429
0,78,140,2,1305,1976,671
0,78,141,2,1976,2382,406
0,78,141,3,2382,2406,24
0,78,134,3,2406,2425,19
0,78,140,3,2425,2589,164
0,79,134,2,1305,1713,408
0,79,146,2,1713,2665,952
0,79,135,2,3280,4756,1476
0,80,140,1,0,361,361
0,80,154,3,1945,2353,408
0,80,146,3,2665,4479,1814
0,81,153,1,0,1111,1111
0,81,134,4,2425,3153,728
0,81,141,4,3153,3531,378
0,81,140,4,3531,4050,519
0,81,134,5,4050,4919,869
0,81,140,5,4919,6352,1433
0,81,134,6,6352,7198,846
0,81,140,6,7198,8371,1173
0,81,141,5,8371,10537,2166
0,81,141,6,10537,11242,705
0,82,154,1,0,975,975
0,82,154,2,975,1945,970
0,82,135,1,1945,3280,1335
0,82,135,3,4756,5090,334
0,83,154,4,2353,3068,715
0,83,154,5,3068,4799,1731
0,83,154,6,4799,7017,2218
0,83,135,4,7017,7607,590
0,83,135,5,7607,10254,2647
0,83,135,6,10254,12991,2737
0,84,146,1,0,481,481
0,85,146,4,4479,4625,146
0,86,158,1,0,3832,3832
0,86,157,1,3832,5079,1247
0,86,157,2,5079,9432,4353
0,86,158,2,9432,13991,4559
0,87,156,1,0,3974,3974
0,87,155,1,3974,6474,2500
0,88,163,1,0,502,502
0,88,161,1,502,1268,766
0,88,161,2,1268,2036,768
0,88,163,3,2192,2564,372
0,88,159,3,3574,3970,396
0,89,165,1,0,662,662
0,89,159,1,662,1500,838
0,89,163,2,1500,2192,692
0,89,165,2,2192,2788,596
0,89,159,2,2788,3574,786
0,89,165,3,3574,4293,719
0,89,161,3,4293,4945,652
0,90,163,4,2564,2801,237
0,90,159,4,3970,4075,105
0,90,165,4,4293,4579,286
0,90,161,4,4945,5239,294
0,91,162,1,0,5329,5329
0,91,164,1,5329,7028,1699
0,91,166,2,7028,9953,2925
0,91,160,1,9953,13304,3351
0,91,164,2,13304,16195,2891
0,92,166,1,0,2794,2794
