,UPBRM,UPBR,UPBRT,UPBRS,UPBRM_normal,UPBR_normal,UPBRT_normal,UPBRS_normal,UPBRM_quick,UPBR_quick,UPBRT_quick,UPBRS_quick
data,,,,,,,,,,,,
Mk01,51.0,51.5,0.2384227180480957,21.77,51.0,51.15,0.4498509955406189,26.44,51.0,51.23,0.40338374853134157,30.75
